"COL0","COL1","COL2","COL3"
"35202375","35","Ontario",516.00
"35202376","35","Ontario",712.00
"35202377","35","Ontario",543.00
"35202378","35","Ontario",773.00
"35202379","35","Ontario",376.00
"35202380","35","Ontario",476.00
"35202381","35","Ontario",431.00
"35202382","35","Ontario",642.00
"35202383","35","Ontario",624.00
"35202384","35","Ontario",608.00
"35202385","35","Ontario",660.00
"35202386","35","Ontario",1221.00
"35202387","35","Ontario",570.00
"35202388","35","Ontario",1155.00
"35202389","35","Ontario",753.00
"35202390","35","Ontario",397.00
"35202391","35","Ontario",569.00
"35202392","35","Ontario",918.00
"35202393","35","Ontario",600.00
"35202394","35","Ontario",438.00
"35202395","35","Ontario",581.00
"35202396","35","Ontario",439.00
"35202398","35","Ontario",1207.00
"35202399","35","Ontario",446.00
"35202400","35","Ontario",526.00
"35202401","35","Ontario",609.00
"35202402","35","Ontario",556.00
"35202403","35","Ontario",1346.00
"35202404","35","Ontario",599.00
"35202405","35","Ontario",610.00
"35202406","35","Ontario",911.00
"35202407","35","Ontario",426.00
"35202408","35","Ontario",587.00
"35202409","35","Ontario",636.00
"35202413","35","Ontario",398.00
"35202414","35","Ontario",276.00
"35202415","35","Ontario",439.00
"35202416","35","Ontario",405.00
"35202417","35","Ontario",383.00
"35202418","35","Ontario",435.00
"35202419","35","Ontario",402.00
"35202430","35","Ontario",2135.00
"35202431","35","Ontario",2821.00
"35202433","35","Ontario",1836.00
"35202436","35","Ontario",455.00
"35202439","35","Ontario",503.00
"35202440","35","Ontario",445.00
"35202441","35","Ontario",667.00
"35202442","35","Ontario",515.00
"35202443","35","Ontario",1067.00
"35202446","35","Ontario",328.00
"35202447","35","Ontario",481.00
"35202448","35","Ontario",283.00
"35202449","35","Ontario",428.00
"35202450","35","Ontario",305.00
"35202451","35","Ontario",622.00
"35202452","35","Ontario",279.00
"35202453","35","Ontario",643.00
"35202454","35","Ontario",806.00
"35202455","35","Ontario",465.00
"35202456","35","Ontario",364.00
"35202457","35","Ontario",268.00
"35202458","35","Ontario",348.00
"35202459","35","Ontario",424.00
"35202460","35","Ontario",397.00
"35202461","35","Ontario",312.00
"35202462","35","Ontario",1015.00
"35202466","35","Ontario",657.00
"35202467","35","Ontario",570.00
"35202468","35","Ontario",886.00
"35202469","35","Ontario",763.00
"35202472","35","Ontario",749.00
"35202475","35","Ontario",576.00
"35202476","35","Ontario",631.00
"35202477","35","Ontario",570.00
"35202478","35","Ontario",742.00
"35202479","35","Ontario",525.00
"35202480","35","Ontario",470.00
"35202481","35","Ontario",434.00
"35202482","35","Ontario",510.00
"35202483","35","Ontario",1380.00
"35202484","35","Ontario",266.00
"35202485","35","Ontario",298.00
"35202486","35","Ontario",432.00
"35202487","35","Ontario",287.00
"35202491","35","Ontario",549.00
"35202492","35","Ontario",387.00
"35202493","35","Ontario",348.00
"35202494","35","Ontario",447.00
"35202495","35","Ontario",376.00
"35202496","35","Ontario",592.00
"35202497","35","Ontario",445.00
"35202498","35","Ontario",585.00
"35202499","35","Ontario",650.00
"35202500","35","Ontario",486.00
"35202501","35","Ontario",984.00
"35202502","35","Ontario",383.00
"35202503","35","Ontario",550.00
"35202504","35","Ontario",619.00
"35202507","35","Ontario",383.00
"35202508","35","Ontario",488.00
"35202509","35","Ontario",520.00
"35202510","35","Ontario",942.00
"35202511","35","Ontario",699.00
"35202512","35","Ontario",499.00
"35202513","35","Ontario",446.00
"35202514","35","Ontario",467.00
"35202515","35","Ontario",552.00
"35202516","35","Ontario",489.00
"35202517","35","Ontario",518.00
"35202522","35","Ontario",508.00
"35202523","35","Ontario",511.00
"35202529","35","Ontario",1006.00
"35202534","35","Ontario",1003.00
"35202535","35","Ontario",513.00
"35202547","35","Ontario",837.00
"35202548","35","Ontario",479.00
"35202549","35","Ontario",468.00
"35202550","35","Ontario",534.00
"35202551","35","Ontario",464.00
"35202553","35","Ontario",1000.00
"35202554","35","Ontario",970.00
"35202555","35","Ontario",863.00
"35202560","35","Ontario",416.00
"35202564","35","Ontario",615.00
"35202565","35","Ontario",680.00
"35202566","35","Ontario",852.00
"35202567","35","Ontario",779.00
"35202568","35","Ontario",925.00
"35202569","35","Ontario",825.00
"35202570","35","Ontario",586.00
"35202571","35","Ontario",653.00
"35202572","35","Ontario",664.00
"35202573","35","Ontario",608.00
"35202574","35","Ontario",466.00
"35202575","35","Ontario",561.00
"35202576","35","Ontario",565.00
"35202577","35","Ontario",514.00
"35202583","35","Ontario",663.00
"35202584","35","Ontario",431.00
"35202585","35","Ontario",636.00
"35202586","35","Ontario",521.00
"35202587","35","Ontario",617.00
"35202588","35","Ontario",325.00
"35202589","35","Ontario",1025.00
"35202590","35","Ontario",411.00
"35202591","35","Ontario",916.00
"35202592","35","Ontario",439.00
"35202593","35","Ontario",468.00
"35202594","35","Ontario",349.00
"35202597","35","Ontario",503.00
"35202598","35","Ontario",361.00
"35202599","35","Ontario",585.00
"35202600","35","Ontario",453.00
"35202605","35","Ontario",551.00
"35202606","35","Ontario",627.00
"35202608","35","Ontario",806.00
"35202611","35","Ontario",421.00
"35202612","35","Ontario",682.00
"35202613","35","Ontario",650.00
"35202614","35","Ontario",485.00
"35202615","35","Ontario",436.00
"35202616","35","Ontario",550.00
"35202617","35","Ontario",539.00
"35202618","35","Ontario",676.00
"35202619","35","Ontario",616.00
"35202620","35","Ontario",1876.00
"35202621","35","Ontario",481.00
"35202622","35","Ontario",437.00
"35202623","35","Ontario",237.00
"35202627","35","Ontario",394.00
"35202628","35","Ontario",1647.00
"35202629","35","Ontario",452.00
"35202630","35","Ontario",536.00
"35202636","35","Ontario",488.00
"35202637","35","Ontario",528.00
"35202638","35","Ontario",523.00
"35202639","35","Ontario",469.00
"35202640","35","Ontario",905.00
"35202641","35","Ontario",735.00
"35202642","35","Ontario",502.00
"35202643","35","Ontario",503.00
"35202644","35","Ontario",515.00
"35202645","35","Ontario",436.00
"35202646","35","Ontario",615.00
"35202647","35","Ontario",699.00
"35202648","35","Ontario",573.00
"35202649","35","Ontario",701.00
"35202650","35","Ontario",795.00
"35202653","35","Ontario",353.00
"35202654","35","Ontario",1355.00
"35202655","35","Ontario",904.00
"35202656","35","Ontario",727.00
"35202657","35","Ontario",537.00
"35202666","35","Ontario",2063.00
"35202669","35","Ontario",1051.00
"35202670","35","Ontario",801.00
"35202671","35","Ontario",2297.00
"35202672","35","Ontario",436.00
"35202673","35","Ontario",1200.00
"35202674","35","Ontario",1289.00
"35202675","35","Ontario",556.00
"35202676","35","Ontario",688.00
"35202677","35","Ontario",525.00
"35202678","35","Ontario",439.00
"35202679","35","Ontario",592.00
"35202680","35","Ontario",450.00
"35202681","35","Ontario",474.00
"35202682","35","Ontario",711.00
"35202683","35","Ontario",466.00
"35202684","35","Ontario",567.00
"35202685","35","Ontario",515.00
"35202686","35","Ontario",469.00
"35202687","35","Ontario",549.00
"35202688","35","Ontario",631.00
"35202689","35","Ontario",575.00
"35202690","35","Ontario",475.00
"35202691","35","Ontario",609.00
"35202694","35","Ontario",876.00
"35202695","35","Ontario",447.00
"35202699","35","Ontario",313.00
"35202700","35","Ontario",611.00
"35202701","35","Ontario",506.00
"35202702","35","Ontario",2354.00
"35202703","35","Ontario",420.00
"35202704","35","Ontario",438.00
"35202705","35","Ontario",1401.00
"35202706","35","Ontario",543.00
"35202707","35","Ontario",716.00
"35202712","35","Ontario",841.00
"35202722","35","Ontario",1435.00
"35202727","35","Ontario",604.00
"35202733","35","Ontario",1944.00
"35202735","35","Ontario",1479.00
"35202736","35","Ontario",967.00
"35202739","35","Ontario",716.00
"35202741","35","Ontario",457.00
"35202742","35","Ontario",385.00
"35202743","35","Ontario",935.00
"35202744","35","Ontario",523.00
"35202745","35","Ontario",525.00
"35202746","35","Ontario",466.00
"35202747","35","Ontario",669.00
"35202748","35","Ontario",908.00
"35202749","35","Ontario",327.00
"35202750","35","Ontario",818.00
"35202751","35","Ontario",377.00
"35202752","35","Ontario",451.00
"35202753","35","Ontario",465.00
"35202756","35","Ontario",481.00
"35202757","35","Ontario",411.00
"35202758","35","Ontario",459.00
"35202760","35","Ontario",727.00
"35202761","35","Ontario",409.00
"35202762","35","Ontario",972.00
"35202763","35","Ontario",427.00
"35202764","35","Ontario",423.00
"35202765","35","Ontario",569.00
"35202767","35","Ontario",479.00
"35202768","35","Ontario",862.00
"35202769","35","Ontario",525.00
"35202770","35","Ontario",614.00
"35202771","35","Ontario",578.00
"35202772","35","Ontario",605.00
"35202773","35","Ontario",595.00
"35202774","35","Ontario",537.00
"35202775","35","Ontario",504.00
"35202776","35","Ontario",584.00
"35202777","35","Ontario",572.00
"35202778","35","Ontario",609.00
"35202779","35","Ontario",436.00
"35202787","35","Ontario",553.00
"35202788","35","Ontario",1039.00
"35202789","35","Ontario",498.00
"35202790","35","Ontario",1122.00
"35202791","35","Ontario",610.00
"35202792","35","Ontario",390.00
"35202797","35","Ontario",584.00
"35202798","35","Ontario",726.00
"35202799","35","Ontario",422.00
"35202800","35","Ontario",457.00
"35202801","35","Ontario",743.00
"35202802","35","Ontario",501.00
"35202803","35","Ontario",553.00
"35202804","35","Ontario",960.00
"35202805","35","Ontario",641.00
"35202806","35","Ontario",919.00
"35202807","35","Ontario",769.00
"35202808","35","Ontario",523.00
"35202809","35","Ontario",331.00
"35202810","35","Ontario",393.00
"35202811","35","Ontario",828.00
"35202812","35","Ontario",564.00
"35202813","35","Ontario",437.00
"35202814","35","Ontario",324.00
"35202817","35","Ontario",1798.00
"35202818","35","Ontario",1728.00
"35202819","35","Ontario",1016.00
"35202820","35","Ontario",1328.00
"35202821","35","Ontario",932.00
"35202823","35","Ontario",855.00
"35202840","35","Ontario",322.00
"35202842","35","Ontario",344.00
"35202843","35","Ontario",453.00
"35202845","35","Ontario",361.00
"35202846","35","Ontario",290.00
"35202847","35","Ontario",927.00
"35202848","35","Ontario",701.00
"35202849","35","Ontario",1134.00
"35202850","35","Ontario",831.00
"35202878","35","Ontario",499.00
"35202879","35","Ontario",1343.00
"35202880","35","Ontario",749.00
"35202881","35","Ontario",483.00
"35202882","35","Ontario",582.00
"35202883","35","Ontario",315.00
"35202884","35","Ontario",487.00
"35202886","35","Ontario",439.00
"35202887","35","Ontario",475.00
"35202888","35","Ontario",493.00
"35202889","35","Ontario",418.00
"35202890","35","Ontario",641.00
"35202891","35","Ontario",589.00
"35202892","35","Ontario",315.00
"35202893","35","Ontario",613.00
"35202894","35","Ontario",709.00
"35202895","35","Ontario",525.00
"35202896","35","Ontario",427.00
"35202897","35","Ontario",469.00
"35202898","35","Ontario",443.00
"35202899","35","Ontario",533.00
"35202900","35","Ontario",725.00
"35202901","35","Ontario",477.00
"35202902","35","Ontario",478.00
"35202903","35","Ontario",638.00
"35202904","35","Ontario",533.00
"35202905","35","Ontario",577.00
"35202906","35","Ontario",913.00
"35202907","35","Ontario",485.00
"35202910","35","Ontario",387.00
"35202911","35","Ontario",588.00
"35202912","35","Ontario",656.00
"35202918","35","Ontario",687.00
"35202919","35","Ontario",570.00
"35202920","35","Ontario",624.00
"35202928","35","Ontario",917.00
"35202930","35","Ontario",559.00
"35202931","35","Ontario",613.00
"35202932","35","Ontario",504.00
"35202933","35","Ontario",514.00
"35202935","35","Ontario",633.00
"35202936","35","Ontario",556.00
"35202937","35","Ontario",656.00
"35202938","35","Ontario",501.00
"35202939","35","Ontario",701.00
"35202940","35","Ontario",457.00
"35202941","35","Ontario",493.00
"35202942","35","Ontario",613.00
"35202943","35","Ontario",764.00
"35202944","35","Ontario",798.00
"35202945","35","Ontario",468.00
"35202946","35","Ontario",611.00
"35202947","35","Ontario",842.00
"35202948","35","Ontario",386.00
"35202949","35","Ontario",697.00
"35202950","35","Ontario",575.00
"35202951","35","Ontario",417.00
"35202952","35","Ontario",497.00
"35202953","35","Ontario",497.00
"35202954","35","Ontario",511.00
"35202955","35","Ontario",592.00
"35202965","35","Ontario",897.00
"35202966","35","Ontario",306.00
"35202967","35","Ontario",474.00
"35202968","35","Ontario",715.00
"35202969","35","Ontario",936.00
"35202970","35","Ontario",471.00
"35202971","35","Ontario",616.00
"35202972","35","Ontario",490.00
"35202973","35","Ontario",416.00
"35202974","35","Ontario",362.00
"35202975","35","Ontario",341.00
"35202976","35","Ontario",364.00
"35202977","35","Ontario",273.00
"35202982","35","Ontario",299.00
"35202983","35","Ontario",525.00
"35202984","35","Ontario",1147.00
"35202985","35","Ontario",601.00
"35202986","35","Ontario",539.00
"35202987","35","Ontario",474.00
"35202988","35","Ontario",451.00
"35202989","35","Ontario",455.00
"35202990","35","Ontario",941.00
"35202991","35","Ontario",650.00
"35202992","35","Ontario",585.00
"35202993","35","Ontario",823.00
"35202994","35","Ontario",322.00
"35202995","35","Ontario",350.00
"35202996","35","Ontario",609.00
"35202997","35","Ontario",631.00
"35202998","35","Ontario",528.00
"35202999","35","Ontario",510.00
"35203000","35","Ontario",672.00
"35203001","35","Ontario",530.00
"35203002","35","Ontario",679.00
"35203003","35","Ontario",569.00
"35203004","35","Ontario",597.00
"35203005","35","Ontario",577.00
"35203006","35","Ontario",473.00
"35203007","35","Ontario",611.00
"35203008","35","Ontario",518.00
"35203009","35","Ontario",426.00
"35203015","35","Ontario",307.00
"35203016","35","Ontario",658.00
"35203018","35","Ontario",221.00
"35203026","35","Ontario",686.00
"35203027","35","Ontario",777.00
"35203028","35","Ontario",457.00
"35203029","35","Ontario",267.00
"35203030","35","Ontario",394.00
"35203031","35","Ontario",1013.00
"35203032","35","Ontario",409.00
"35203033","35","Ontario",391.00
"35203034","35","Ontario",735.00
"35203035","35","Ontario",633.00
"35203036","35","Ontario",454.00
"35203037","35","Ontario",532.00
"35203038","35","Ontario",1050.00
"35203039","35","Ontario",473.00
"35203040","35","Ontario",359.00
"35203041","35","Ontario",874.00
"35203042","35","Ontario",629.00
"35203043","35","Ontario",418.00
"35203044","35","Ontario",367.00
"35203045","35","Ontario",555.00
"35203046","35","Ontario",402.00
"35203047","35","Ontario",593.00
"35203048","35","Ontario",515.00
"35203049","35","Ontario",255.00
"35203050","35","Ontario",378.00
"35203051","35","Ontario",773.00
"35203052","35","Ontario",177.00
"35203053","35","Ontario",1176.00
"35203054","35","Ontario",1079.00
"35203055","35","Ontario",692.00
"35203056","35","Ontario",1018.00
"35203057","35","Ontario",1054.00
"35203058","35","Ontario",590.00
"35203059","35","Ontario",302.00
"35203060","35","Ontario",280.00
"35203061","35","Ontario",637.00
"35203064","35","Ontario",497.00
"35203071","35","Ontario",361.00
"35203072","35","Ontario",400.00
"35203073","35","Ontario",364.00
"35203074","35","Ontario",567.00
"35203075","35","Ontario",711.00
"35203077","35","Ontario",344.00
"35203079","35","Ontario",264.00
"35203080","35","Ontario",295.00
"35203081","35","Ontario",344.00
"35203082","35","Ontario",363.00
"35203086","35","Ontario",934.00
"35203087","35","Ontario",527.00
"35203093","35","Ontario",682.00
"35203094","35","Ontario",542.00
"35203095","35","Ontario",648.00
"35203096","35","Ontario",763.00
"35203097","35","Ontario",556.00
"35203098","35","Ontario",468.00
"35203102","35","Ontario",381.00
"35203105","35","Ontario",387.00
"35203107","35","Ontario",719.00
"35203108","35","Ontario",652.00
"35203109","35","Ontario",690.00
"35203110","35","Ontario",576.00
"35203111","35","Ontario",550.00
"35203112","35","Ontario",459.00
"35203113","35","Ontario",272.00
"35203126","35","Ontario",608.00
"35203127","35","Ontario",905.00
"35203128","35","Ontario",367.00
"35203129","35","Ontario",394.00
"35203130","35","Ontario",449.00
"35203131","35","Ontario",1258.00
"35203132","35","Ontario",476.00
"35203133","35","Ontario",336.00
"35203134","35","Ontario",405.00
"35203135","35","Ontario",496.00
"35203136","35","Ontario",469.00
"35203137","35","Ontario",757.00
"35203138","35","Ontario",392.00
"35203139","35","Ontario",530.00
"35203140","35","Ontario",752.00
"35203141","35","Ontario",442.00
"35203142","35","Ontario",478.00
"35203143","35","Ontario",558.00
"35203144","35","Ontario",544.00
"35203146","35","Ontario",1000.00
"35203147","35","Ontario",891.00
"35203148","35","Ontario",483.00
"35203149","35","Ontario",1085.00
"35203150","35","Ontario",484.00
"35203151","35","Ontario",477.00
"35203152","35","Ontario",607.00
"35203153","35","Ontario",601.00
"35203154","35","Ontario",501.00
"35203156","35","Ontario",374.00
"35203157","35","Ontario",7939.00
"35203160","35","Ontario",2469.00
"35203161","35","Ontario",567.00
"35203162","35","Ontario",972.00
"35203163","35","Ontario",618.00
"35203167","35","Ontario",288.00
"35203170","35","Ontario",521.00
"35203174","35","Ontario",620.00
"35203175","35","Ontario",2543.00
"35203176","35","Ontario",3076.00
"35203177","35","Ontario",1235.00
"35203183","35","Ontario",556.00
"35203184","35","Ontario",465.00
"35203185","35","Ontario",0.00
"35203190","35","Ontario",1387.00
"35203191","35","Ontario",280.00
"35203192","35","Ontario",530.00
"35203193","35","Ontario",411.00
"35203194","35","Ontario",599.00
"35203195","35","Ontario",646.00
"35203196","35","Ontario",298.00
"35203197","35","Ontario",487.00
"35203198","35","Ontario",336.00
"35203199","35","Ontario",892.00
"35203200","35","Ontario",770.00
"35203201","35","Ontario",511.00
"35203202","35","Ontario",404.00
"35203203","35","Ontario",333.00
"35203204","35","Ontario",349.00
"35203208","35","Ontario",400.00
"35203209","35","Ontario",614.00
"35203210","35","Ontario",330.00
"35203211","35","Ontario",334.00
"35203212","35","Ontario",423.00
"35203213","35","Ontario",555.00
"35203214","35","Ontario",394.00
"35203216","35","Ontario",456.00
"35203217","35","Ontario",559.00
"35203218","35","Ontario",614.00
"35203219","35","Ontario",386.00
"35203220","35","Ontario",398.00
"35203221","35","Ontario",552.00
"35203222","35","Ontario",565.00
"35203223","35","Ontario",222.00
"35203224","35","Ontario",461.00
"35203225","35","Ontario",479.00
"35203226","35","Ontario",530.00
"35203227","35","Ontario",498.00
"35203228","35","Ontario",583.00
"35203229","35","Ontario",501.00
"35203230","35","Ontario",655.00
"35203231","35","Ontario",745.00
"35203232","35","Ontario",704.00
"35203233","35","Ontario",642.00
"35203234","35","Ontario",704.00
"35203235","35","Ontario",569.00
"35203236","35","Ontario",642.00
"35203237","35","Ontario",616.00
"35203238","35","Ontario",478.00
"35203239","35","Ontario",665.00
"35203240","35","Ontario",826.00
"35203241","35","Ontario",537.00
"35203242","35","Ontario",569.00
"35203243","35","Ontario",468.00
"35203244","35","Ontario",413.00
"35203245","35","Ontario",462.00
"35203246","35","Ontario",418.00
"35203247","35","Ontario",637.00
"35203248","35","Ontario",491.00
"35203249","35","Ontario",535.00
"35203250","35","Ontario",584.00
"35203251","35","Ontario",529.00
"35203252","35","Ontario",585.00
"35203253","35","Ontario",462.00
"35203254","35","Ontario",430.00
"35203255","35","Ontario",539.00
"35203256","35","Ontario",544.00
"35203257","35","Ontario",693.00
"35203258","35","Ontario",523.00
"35203259","35","Ontario",591.00
"35203260","35","Ontario",448.00
"35203261","35","Ontario",670.00
"35203263","35","Ontario",436.00
"35203264","35","Ontario",573.00
"35203265","35","Ontario",466.00
"35203266","35","Ontario",443.00
"35203267","35","Ontario",504.00
"35203268","35","Ontario",772.00
"35203269","35","Ontario",518.00
"35203270","35","Ontario",81.00
"35203271","35","Ontario",523.00
"35203273","35","Ontario",1461.00
"35203274","35","Ontario",773.00
"35203275","35","Ontario",882.00
"35203276","35","Ontario",576.00
"35203277","35","Ontario",445.00
"35203278","35","Ontario",491.00
"35203279","35","Ontario",648.00
"35203280","35","Ontario",455.00
"35203281","35","Ontario",444.00
"35203282","35","Ontario",430.00
"35203283","35","Ontario",572.00
"35203284","35","Ontario",407.00
"35203285","35","Ontario",505.00
"35203286","35","Ontario",667.00
"35203287","35","Ontario",425.00
"35203288","35","Ontario",1050.00
"35203289","35","Ontario",695.00
"35203290","35","Ontario",572.00
"35203291","35","Ontario",976.00
"35203292","35","Ontario",360.00
"35203293","35","Ontario",184.00
"35203294","35","Ontario",619.00
"35203296","35","Ontario",298.00
"35203297","35","Ontario",516.00
"35203298","35","Ontario",517.00
"35203299","35","Ontario",469.00
"35203300","35","Ontario",437.00
"35203301","35","Ontario",494.00
"35203314","35","Ontario",562.00
"35203315","35","Ontario",393.00
"35203316","35","Ontario",425.00
"35203317","35","Ontario",528.00
"35203318","35","Ontario",645.00
"35203321","35","Ontario",377.00
"35203322","35","Ontario",612.00
"35203323","35","Ontario",418.00
"35203324","35","Ontario",567.00
"35203330","35","Ontario",1061.00
"35203331","35","Ontario",854.00
"35203332","35","Ontario",439.00
"35203333","35","Ontario",710.00
"35203334","35","Ontario",447.00
"35203337","35","Ontario",350.00
"35203338","35","Ontario",408.00
"35203339","35","Ontario",413.00
"35203340","35","Ontario",1838.00
"35203342","35","Ontario",1399.00
"35203344","35","Ontario",294.00
"35203345","35","Ontario",595.00
"35203346","35","Ontario",433.00
"35203347","35","Ontario",382.00
"35203348","35","Ontario",883.00
"35203350","35","Ontario",929.00
"35203351","35","Ontario",603.00
"35203352","35","Ontario",444.00
"35203353","35","Ontario",469.00
"35203354","35","Ontario",545.00
"35203355","35","Ontario",489.00
"35203356","35","Ontario",517.00
"35203357","35","Ontario",349.00
"35203358","35","Ontario",468.00
"35203359","35","Ontario",461.00
"35203360","35","Ontario",260.00
"35203361","35","Ontario",524.00
"35203362","35","Ontario",314.00
"35203363","35","Ontario",344.00
"35203370","35","Ontario",621.00
"35203371","35","Ontario",1728.00
"35203372","35","Ontario",1472.00
"35203373","35","Ontario",345.00
"35203374","35","Ontario",609.00
"35203375","35","Ontario",308.00
"35203376","35","Ontario",248.00
"35203377","35","Ontario",555.00
"35203378","35","Ontario",642.00
"35203379","35","Ontario",541.00
"35203380","35","Ontario",480.00
"35203381","35","Ontario",495.00
"35203382","35","Ontario",446.00
"35203383","35","Ontario",389.00
"35203384","35","Ontario",536.00
"35203385","35","Ontario",425.00
"35203386","35","Ontario",631.00
"35203387","35","Ontario",543.00
"35203388","35","Ontario",501.00
"35203389","35","Ontario",454.00
"35203391","35","Ontario",426.00
"35203392","35","Ontario",251.00
"35203393","35","Ontario",936.00
"35203394","35","Ontario",857.00
"35203395","35","Ontario",577.00
"35203396","35","Ontario",453.00
"35203399","35","Ontario",535.00
"35203400","35","Ontario",367.00
"35203401","35","Ontario",280.00
"35203402","35","Ontario",382.00
"35203403","35","Ontario",2382.00
"35203404","35","Ontario",2170.00
"35203405","35","Ontario",1055.00
"35203406","35","Ontario",1521.00
"35203407","35","Ontario",585.00
"35203408","35","Ontario",1958.00
"35203409","35","Ontario",430.00
"35203410","35","Ontario",415.00
"35203411","35","Ontario",1441.00
"35203412","35","Ontario",564.00
"35203413","35","Ontario",401.00
"35203414","35","Ontario",533.00
"35203415","35","Ontario",409.00
"35203416","35","Ontario",654.00
"35203417","35","Ontario",560.00
"35203418","35","Ontario",624.00
"35203419","35","Ontario",626.00
"35203420","35","Ontario",729.00
"35203421","35","Ontario",740.00
"35203422","35","Ontario",483.00
"35203423","35","Ontario",578.00
"35203427","35","Ontario",582.00
"35203435","35","Ontario",776.00
"35203439","35","Ontario",607.00
"35203440","35","Ontario",602.00
"35203441","35","Ontario",483.00
"35203442","35","Ontario",265.00
"35203443","35","Ontario",479.00
"35203444","35","Ontario",637.00
"35203445","35","Ontario",593.00
"35203446","35","Ontario",567.00
"35203447","35","Ontario",651.00
"35203448","35","Ontario",961.00
"35203449","35","Ontario",1151.00
"35203450","35","Ontario",627.00
"35203451","35","Ontario",598.00
"35203452","35","Ontario",941.00
"35203458","35","Ontario",565.00
"35203461","35","Ontario",614.00
"35203462","35","Ontario",539.00
"35203463","35","Ontario",469.00
"35203465","35","Ontario",1326.00
"35203466","35","Ontario",1430.00
"35203467","35","Ontario",466.00
"35203468","35","Ontario",539.00
"35203469","35","Ontario",487.00
"35203470","35","Ontario",846.00
"35203471","35","Ontario",590.00
"35203472","35","Ontario",693.00
"35203479","35","Ontario",427.00
"35203480","35","Ontario",491.00
"35203482","35","Ontario",2434.00
"35203483","35","Ontario",670.00
"35203484","35","Ontario",627.00
"35203485","35","Ontario",399.00
"35203486","35","Ontario",811.00
"35203489","35","Ontario",646.00
"35203490","35","Ontario",597.00
"35203491","35","Ontario",593.00
"35203492","35","Ontario",504.00
"35203493","35","Ontario",562.00
"35203494","35","Ontario",583.00
"35203495","35","Ontario",470.00
"35203496","35","Ontario",512.00
"35203498","35","Ontario",607.00
"35203501","35","Ontario",511.00
"35203502","35","Ontario",556.00
"35203503","35","Ontario",4167.00
"35203504","35","Ontario",237.00
"35203505","35","Ontario",509.00
"35203506","35","Ontario",520.00
"35203507","35","Ontario",398.00
"35203508","35","Ontario",564.00
"35203509","35","Ontario",802.00
"35203510","35","Ontario",415.00
"35203511","35","Ontario",535.00
"35203512","35","Ontario",597.00
"35203513","35","Ontario",572.00
"35203519","35","Ontario",984.00
"35203520","35","Ontario",2766.00
"35203521","35","Ontario",1483.00
"35203522","35","Ontario",812.00
"35203523","35","Ontario",386.00
"35203524","35","Ontario",431.00
"35203525","35","Ontario",483.00
"35203526","35","Ontario",455.00
"35203527","35","Ontario",870.00
"35203528","35","Ontario",535.00
"35203529","35","Ontario",542.00
"35203530","35","Ontario",526.00
"35203531","35","Ontario",477.00
"35203532","35","Ontario",629.00
"35203533","35","Ontario",451.00
"35203534","35","Ontario",489.00
"35203535","35","Ontario",500.00
"35203536","35","Ontario",436.00
"35203537","35","Ontario",523.00
"35203538","35","Ontario",486.00
"35203539","35","Ontario",433.00
"35203540","35","Ontario",523.00
"35203541","35","Ontario",801.00
"35203542","35","Ontario",656.00
"35203543","35","Ontario",572.00
"35203544","35","Ontario",545.00
"35203545","35","Ontario",561.00
"35203546","35","Ontario",581.00
"35203547","35","Ontario",552.00
"35203548","35","Ontario",827.00
"35203552","35","Ontario",624.00
"35203554","35","Ontario",470.00
"35203561","35","Ontario",1074.00
"35203566","35","Ontario",958.00
"35203567","35","Ontario",670.00
"35203568","35","Ontario",1012.00
"35203569","35","Ontario",465.00
"35203570","35","Ontario",629.00
"35203571","35","Ontario",472.00
"35203572","35","Ontario",406.00
"35203573","35","Ontario",665.00
"35203574","35","Ontario",640.00
"35203575","35","Ontario",595.00
"35203576","35","Ontario",500.00
"35203577","35","Ontario",439.00
"35203578","35","Ontario",512.00
"35203579","35","Ontario",455.00
"35203580","35","Ontario",961.00
"35203581","35","Ontario",339.00
"35203584","35","Ontario",677.00
"35203585","35","Ontario",465.00
"35203586","35","Ontario",430.00
"35203587","35","Ontario",515.00
"35203588","35","Ontario",570.00
"35203589","35","Ontario",686.00
"35203590","35","Ontario",1380.00
"35203591","35","Ontario",1019.00
"35203592","35","Ontario",377.00
"35203593","35","Ontario",301.00
"35203594","35","Ontario",811.00
"35203595","35","Ontario",588.00
"35203596","35","Ontario",321.00
"35203597","35","Ontario",452.00
"35203599","35","Ontario",815.00
"35203600","35","Ontario",392.00
"35203604","35","Ontario",735.00
"35203605","35","Ontario",719.00
"35203606","35","Ontario",528.00
"35203607","35","Ontario",757.00
"35203608","35","Ontario",615.00
"35203610","35","Ontario",771.00
"35203611","35","Ontario",422.00
"35203612","35","Ontario",512.00
"35203613","35","Ontario",937.00
"35203614","35","Ontario",374.00
"35203615","35","Ontario",398.00
"35203616","35","Ontario",564.00
"35203617","35","Ontario",984.00
"35203618","35","Ontario",2437.00
"35203619","35","Ontario",543.00
"35203620","35","Ontario",981.00
"35203621","35","Ontario",1118.00
"35203622","35","Ontario",1084.00
"35203623","35","Ontario",936.00
"35203626","35","Ontario",477.00
"35203627","35","Ontario",679.00
"35203628","35","Ontario",414.00
"35203629","35","Ontario",250.00
"35203630","35","Ontario",309.00
"35203631","35","Ontario",417.00
"35203632","35","Ontario",545.00
"35203633","35","Ontario",417.00
"35203634","35","Ontario",536.00
"35203635","35","Ontario",587.00
"35203636","35","Ontario",762.00
"35203637","35","Ontario",406.00
